Country Name;Country Code;Indicator Name;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;Column1
Barbados;BRB;GDP per capita (current US$);;;;;;;;;;;;;;;1,27455E+12;1,63382E+14;1,76066E+14;1,9889E+14;2,20977E+14;2,66708E+14;4,01081E+14;4,39882E+13;4,58097E+14;4,8511E+13;5,27173E+13;5,50041E+14;6,01965E+13;6,60578E+14;6,99988E+14;7,71718E+14;7,7113E+14;7,71474E+14;7,44418E+13;7,81957E+14;8,12156E+14;8,3359E+14;8,85105E+14;9,31597E+14;1,04594E+14;1,09143E+14;1,12684E+14;1,12094E+14;1,13615E+14;1,16994E+14;1,25126E+14;1,38227E+14;1,51994E+14;1,67707E+14;1,70923E+14;1,5886E+14;1,60561E+14;1,64591E+14;1,625E+14;1,64522E+14;1,64885E+14;1,65589E+14;1,69099E+14;1,74042E+14;1,77829E+14;1,84801E+14;1,63187E+14;1,70339E+14;
Brunei Darussalam;BRN;GDP per capita (current US$);;;;;;1,11378E+14;1,23756E+13;1,23642E+14;1,36407E+13;1,30434E+14;1,38254E+14;1,45589E+13;1,90697E+14;2,91613E+14;6,92322E+14;7,22804E+14;8,46189E+14;9,9173E+14;1,07152E+14;1,49458E+14;2,5422E+14;2,18281E+14;2,06938E+14;1,81292E+14;1,7337E+14;1,56996E+14;1,0214E+14;1,15946E+14;1,10093E+14;1,18727E+14;1,36079E+14;1,39052E+14;1,52747E+14;1,45756E+14;1,4121E+14;1,59335E+14;1,67934E+14;1,66601E+14;1,26941E+14;1,41012E+14;1,80125E+14;1,6472E+14;1,68504E+14;1,85605E+14;2,1902E+14;2,61054E+14;3,098E+14;3,26634E+14;3,79347E+14;2,7956E+14;3,52706E+14;4,7056E+13;4,77396E+14;4,47409E+14;4,17259E+14;3,1164E+14;2,71584E+14;2,85716E+13;3,16285E+14;3,1086E+14;2,7443E+12;3,17227E+14;
Bhutan;BTN;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;3,1635E+14;3,32811E+14;3,29573E+14;3,56251E+13;3,55416E+14;3,5168E+14;3,99494E+14;4,91128E+14;5,34296E+14;5,06968E+14;5,41932E+13;4,49501E+14;4,494E+14;4,24338E+14;4,86902E+14;5,43302E+14;5,60391E+14;6,38486E+14;6,43988E+14;6,90913E+14;7,18196E+14;7,64433E+14;8,45501E+14;9,62095E+14;1,06843E+14;1,22843E+14;1,33098E+14;1,75719E+14;1,82815E+13;1,8192E+14;2,25819E+14;2,56326E+12;2,53895E+14;2,47272E+14;2,65223E+14;2,75263E+14;2,93057E+13;3,2866E+14;3,24348E+14;3,32286E+14;3,00078E+14;;
Botswana;BWA;GDP per capita (current US$);6,0494E+14;6,41761E+14;6,80503E+14;7,11064E+14;7,59559E+14;8,177E+14;8,99796E+14;1,00405E+14;1,10979E+13;1,26546E+14;1,53326E+13;1,97194E+14;2,46542E+14;3,53858E+14;4,28198E+14;4,79091E+14;4,83141E+11;5,64129E+14;7,09189E+14;9,47755E+14;1,18161E+14;1,15418E+14;1,05406E+14;1,17682E+14;1,20298E+14;1,04224E+14;1,25356E+14;1,70168E+14;2,20365E+14;2,47798E+14;2,94583E+14;2,97273E+14;3,04099E+14;2,97338E+14;2,97012E+14;3,21991E+14;3,22169E+14;3,25898E+14;3,03996E+14;3,40582E+14;3,52231E+13;3,27802E+14;3,19062E+14;4,33097E+14;5,07352E+14;5,51333E+14;5,52199E+14;5,83274E+14;5,71354E+14;5,25578E+14;6,43481E+14;7,61731E+14;7,05057E+14;7,22491E+14;7,49522E+14;6,40291E+14;6,98292E+14;7,29609E+14;7,50388E+13;7,24743E+14;6,34883E+14;7,34755E+14;
Central African Republic;CAF;GDP per capita (current US$);7,46873E+14;8,06881E+14;8,02127E+14;8,19179E+14;8,82901E+14;9,18304E+14;9,43982E+13;9,58965E+14;1,09946E+14;1,05707E+14;1,04412E+14;1,09453E+14;1,23311E+14;1,43116E+14;1,46228E+14;1,93355E+14;2,25913E+13;2,48686E+14;2,9247E+14;3,27341E+13;3,624E+14;3,06832E+14;3,2043E+14;2,73501E+14;2,57354E+14;3,40201E+13;4,32012E+14;4,53746E+14;4,69529E+14;4,49399E+14;5,13304E+14;4,78503E+14;4,77122E+14;4,19803E+14;2,71505E+14;3,46108E+14;3,04631E+14;2,76422E+14;2,78332E+12;2,80908E+14;2,51833E+14;2,50576E+14;2,61976E+14;2,94321E+14;3,21313E+14;3,31295E+14;3,54986E+14;4,04909E+14;4,66472E+14;4,76616E+14;4,88422E+14;5,5175E+14;5,65801E+13;3,80298E+13;4,24449E+14;3,77423E+14;4,02192E+14;4,50901E+14;4,75954E+14;4,68118E+14;4,81746E+14;5,11485E+14;
Canada;CAN;GDP per capita (current US$);2,25929E+14;2,24043E+14;2,26859E+14;2,3745E+14;2,55511E+14;2,77036E+14;3,04711E+14;3,21716E+14;3,46268E+14;3,76395E+14;4,12193E+14;4,52016E+13;5,08959E+14;5,83866E+14;7,03301E+14;7,51121E+14;8,80926E+14;8,91906E+14;9,12369E+14;1,00437E+14;1,11706E+14;1,23375E+14;1,24819E+14;1,34251E+14;1,38779E+14;1,41148E+14;1,44611E+14;1,6309E+14;1,8937E+14;2,07156E+13;2,14484E+14;2,17683E+14;2,08798E+14;2,01212E+14;1,99354E+14;2,06138E+14;2,12273E+14;2,19016E+14;2,10246E+14;2,23152E+14;2,4271E+14;2,38221E+14;2,42553E+14;2,83005E+14;3,21437E+14;3,63825E+14;4,05041E+14;4,46599E+14;4,67105E+14;4,08763E+14;4,75621E+14;5,22237E+13;5,26691E+14;5,26352E+14;5,0956E+14;4,35961E+14;4,23156E+14;4,51294E+14;4,65486E+14;4,63287E+14;4,32583E+14;5,20514E+14;
Central Europe and the Baltics;CEB;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,31469E+14;2,19725E+13;2,36095E+14;2,49101E+13;2,82624E+14;3,58035E+14;3,79583E+14;3,74776E+14;4,10845E+14;3,98834E+14;3,94943E+14;4,35468E+14;4,94011E+14;5,94743E+13;7,17769E+14;8,3632E+14;9,48192E+14;1,20215E+14;1,45993E+14;1,23177E+14;1,26236E+14;1,39127E+12;1,30207E+14;1,37182E+14;1,41641E+13;1,25227E+14;1,28314E+14;1,42547E+14;1,60473E+14;1,63466E+14;1,61973E+14;1,8569E+14;
Switzerland;CHE;GDP per capita (current US$);1,78736E+14;1,97132E+14;2,13139E+14;2,29418E+14;2,50129E+14;2,62048E+12;2,78473E+14;2,96072E+14;3,12189E+13;3,34478E+14;;;;;;;;;;;1,94102E+14;1,76799E+14;1,80151E+14;1,78743E+14;1,70055E+14;1,71665E+14;2,44804E+14;3,04661E+14;3,27179E+14;3,1335E+14;3,96078E+14;3,95777E+14;4,07479E+14;3,92701E+14;4,3128E+13;5,0156E+14;4,81446E+14;4,16314E+14;4,27401E+14;4,17862E+14;3,8952E+14;3,97278E+14;4,25788E+14;4,94704E+14;5,48785E+14;5,65468E+14;5,93006E+14;6,53595E+14;7,45722E+13;7,20832E+13;7,71171E+13;9,1254E+14;8,65477E+14;8,81095E+14;8,96847E+14;8,47761E+14;8,30733E+14;8,33521E+14;8,63884E+14;8,53345E+14;8,71004E+14;9,34574E+14;
Channel Islands;CHI;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,05832E+14;4,2447E+14;4,33808E+14;4,18071E+13;4,45444E+14;4,8861E+14;5,67532E+13;5,81992E+14;6,32449E+13;7,4463E+14;;;;;;;;;;;;;;;
Chile;CHL;GDP per capita (current US$);5,05349E+14;5,55134E+14;6,38945E+14;6,55252E+14;6,78128E+13;6,70396E+14;7,72726E+14;7,53128E+14;7,56912E+14;8,7032E+14;9,32862E+14;1,09468E+14;1,17322E+14;1,64003E+14;1,55439E+14;7,19599E+14;9,61425E+14;1,27833E+13;1,44194E+14;1,93727E+14;2,54276E+14;2,97961E+14;2,15651E+14;1,70944E+14;1,62463E+14;1,44428E+14;1,51786E+14;1,76031E+14;2,02684E+14;2,28855E+14;2,49453E+14;2,80356E+14;3,35021E+14;3,53517E+14;4,02422E+14;5,10728E+14;5,38647E+14;5,79789E+14;5,47448E+13;4,98563E+14;5,10025E+14;4,60921E+14;4,48183E+14;4,82708E+14;6,18666E+14;7,55837E+14;9,40658E+14;1,04394E+13;1,0753E+14;1,01511E+13;1,27241E+12;1,45776E+14;1,53546E+14;1,57778E+14;1,4607E+14;1,3495E+14;1,36909E+14;1,49626E+14;1,57723E+13;1,46995E+14;1,32206E+14;1,65028E+14;
China;CHN;GDP per capita (current US$);8,95205E+14;7,58058E+14;7,09094E+14;7,43136E+14;8,54986E+14;9,84868E+14;1,04325E+14;9,65895E+14;9,14727E+14;1,0013E+13;1,13163E+14;1,18655E+14;1,31884E+14;1,5709E+14;1,6014E+14;1,78342E+14;1,65406E+13;1,85423E+14;1,56396E+14;1,83983E+14;1,94805E+14;1,97071E+14;2,03335E+14;2,25432E+14;2,50714E+14;2,94459E+13;2,81928E+14;2,51812E+14;2,83538E+14;3,10882E+12;3,17885E+14;3,33142E+14;3,66461E+14;3,7739E+12;4,73492E+14;6,09657E+14;7,09414E+14;7,81744E+14;8,2858E+14;8,73287E+14;9,59372E+14;1,05311E+14;1,14851E+14;1,28864E+14;1,50867E+14;1,75342E+14;2,09923E+14;2,69397E+14;3,4683E+14;3,83224E+14;4,55045E+14;5,61435E+14;6,30062E+14;7,02034E+14;7,63612E+14;8,01643E+14;8,09436E+14;8,81699E+14;9,90534E+14;1,01438E+14;1,04087E+14;1,25563E+14;
Cote d'Ivoire;CIV;GDP per capita (current US$);1,559E+14;1,70243E+14;1,71129E+14;1,94213E+14;2,26227E+14;2,17602E+13;2,33615E+14;2,3831E+14;2,71853E+14;2,77972E+14;2,85273E+14;2,9728E+14;3,3167E+14;4,29413E+14;5,01553E+14;6,07235E+14;6,94383E+14;8,91635E+14;1,07486E+14;1,18957E+14;1,26662E+14;1,00463E+14;8,63333E+14;7,47756E+14;7,17898E+14;7,0352E+14;8,88529E+14;9,42931E+14;9,24327E+14;8,4829E+14;9,05322E+14;8,48753E+13;8,70481E+14;8,32283E+13;6,05263E+13;7,74671E+14;1,23225E+14;1,19278E+14;1,25852E+14;1,17704E+14;1,00747E+14;9,97479E+14;1,04775E+14;1,20751E+14;1,30829E+14;1,30959E+14;1,34799E+14;1,50017E+13;1,73819E+14;1,68934E+14;1,70148E+14;1,74494E+14;1,68478E+14;1,93595E+14;2,15665E+14;1,97255E+14;2,01338E+14;2,11103E+14;2,31405E+14;2,27633E+13;2,32572E+14;2,57876E+14;
Cameroon;CMR;GDP per capita (current US$);1,18643E+14;1,23515E+14;1,28595E+14;1,30175E+14;1,3763E+14;1,41003E+13;1,44015E+14;1,54678E+14;1,68702E+14;1,73122E+14;1,76574E+14;1,84903E+14;2,18176E+14;2,69592E+14;2,97686E+14;3,83441E+14;3,78124E+14;4,30381E+14;5,74166E+14;7,07544E+13;7,74185E+14;7,4376E+13;7,21216E+13;7,26506E+14;7,49339E+14;8,48473E+14;1,1406E+14;1,21606E+14;1,10479E+14;9,63833E+14;1,04536E+14;9,75472E+14;9,65781E+14;1,25791E+14;6,72849E+14;7,98881E+14;7,94051E+14;7,5217E+14;7,6734E+14;7,6531E+14;6,81102E+14;6,87648E+14;7,59112E+14;9,50565E+14;1,09079E+14;1,10017E+14;1,14744E+13;1,27752E+14;1,43955E+13;1,41147E+14;1,3523E+14;1,46515E+14;1,40352E+14;1,52775E+14;1,60421E+14;1,38251E+13;1,41326E+13;1,46945E+14;1,58524E+14;1,5331E+14;1,53713E+14;1,6617E+14;
Congo, Dem. Rep.;COD;GDP per capita (current US$);2,20314E+14;1,97391E+14;2,35634E+13;3,7743E+14;1,70467E+14;2,32811E+14;2,53759E+14;1,8413E+14;2,06715E+14;2,58606E+14;2,4375E+14;2,72065E+13;2,92297E+14;3,62844E+14;4,30702E+14;4,46976E+14;4,09524E+14;5,09067E+14;6,15979E+14;5,87152E+14;5,46112E+14;4,63671E+13;4,92532E+14;3,87508E+14;2,69843E+14;2,40788E+14;2,63831E+14;2,43005E+14;2,73128E+14;2,69593E+14;2,70131E+14;2,68292E+14;2,20368E+14;2,75822E+14;1,44595E+14;1,35737E+14;1,34982E+14;1,38974E+14;1,38636E+14;1,02598E+14;4,05216E+14;1,53591E+14;1,7501E+14;1,73796E+14;1,9404E+14;2,18386E+14;2,55433E+14;2,8633E+14;3,27564E+14;2,9862E+14;3,34022E+13;3,87082E+14;4,246E+13;4,57964E+14;4,86787E+14;4,97317E+14;4,71319E+14;4,67074E+13;5,6583E+14;5,96561E+13;5,4395E+14;5,84106E+14;
Congo, Rep.;COG;GDP per capita (current US$);1,2937E+14;1,45406E+14;1,55739E+14;1,57056E+14;1,65009E+14;1,71646E+14;1,85892E+14;1,9466E+14;2,00395E+14;2,05534E+14;2,07221E+13;2,35837E+13;2,91977E+14;3,74128E+14;3,92321E+14;4,99202E+14;4,7685E+14;4,69688E+14;5,23912E+14;6,94177E+14;9,59427E+14;1,08898E+14;1,14631E+14;1,08082E+14;1,09844E+14;1,05187E+14;8,75452E+14;1,05823E+14;9,91519E+14;1,04205E+14;1,18755E+14;1,1249E+14;1,17803E+13;1,04861E+14;6,72163E+14;7,81525E+14;9,12012E+14;8,10077E+14;6,60472E+13;7,74996E+14;1,03214E+12;8,69101E+14;9,16588E+14;1,02842E+14;1,3266E+14;1,83561E+14;2,15541E+14;2,26585E+14;2,90412E+14;2,34556E+14;3,07656E+14;3,56222E+14;3,92287E+14;3,88485E+14;3,78152E+14;2,44852E+14;2,05167E+14;2,1709E+14;2,60662E+14;2,36973E+14;1,89978E+14;2,21388E+14;
Colombia;COL;GDP per capita (current US$);2,51042E+14;2,74052E+14;2,89918E+14;2,74315E+14;3,28655E+14;3,07647E+14;2,81566E+14;2,93644E+14;2,92257E+14;3,07995E+14;3,35118E+14;3,55408E+14;3,85113E+14;4,48034E+14;5,25526E+14;5,44291E+14;6,23429E+14;7,73746E+13;9,04011E+14;1,06185E+14;1,24164E+14;1,32338E+14;1,38667E+14;1,3488E+14;1,30418E+14;1,16504E+14;1,14294E+14;1,16598E+14;1,23223E+14;1,21821E+13;1,44533E+14;1,45669E+14;1,69711E+14;1,89354E+14;2,28484E+14;2,53991E+14;2,62054E+14;2,82738E+14;2,56602E+14;2,20993E+14;2,52048E+14;2,43968E+14;2,39663E+14;2,2814E+14;2,78262E+14;3,41447E+14;3,74109E+14;4,71407E+14;5,47254E+14;5,19324E+14;6,33671E+14;7,33517E+14;8,05026E+13;8,21835E+14;8,11434E+13;6,17588E+14;5,87078E+14;6,37671E+14;6,72958E+14;6,41862E+14;5,3122E+14;6,13123E+14;
Comoros;COM;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;6,89398E+14;6,18197E+14;5,62815E+14;5,70154E+14;5,34649E+14;5,53632E+14;7,63325E+14;8,96133E+14;9,189E+14;8,54465E+13;1,04379E+14;1,00056E+14;1,04797E+14;1,00804E+14;6,90467E+13;8,38172E+14;8,10548E+13;7,26052E+14;7,18121E+14;7,23178E+14;6,47426E+14;6,80906E+14;7,47989E+12;9,37711E+14;1,06108E+14;1,06903E+14;1,11495E+14;1,24009E+14;1,39322E+14;1,34473E+14;1,31649E+14;1,44795E+14;1,40336E+14;1,50534E+14;1,51383E+13;1,24259E+14;1,27305E+14;1,32381E+14;1,42829E+14;1,40443E+14;1,40741E+14;1,49469E+14;
Cabo Verde;CPV;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;5,01137E+13;4,83127E+14;4,77939E+14;4,6124E+14;4,31238E+14;4,41907E+13;6,02158E+14;7,32563E+12;8,11398E+14;8,07562E+14;9,08088E+13;9,23744E+14;1,00393E+14;1,33973E+14;1,08016E+14;1,2611E+14;1,26912E+14;1,21363E+13;1,2652E+13;1,40899E+14;1,25935E+14;1,29223E+14;1,40189E+14;1,80911E+14;2,02427E+14;2,09915E+14;2,36138E+14;3,18678E+14;3,72122E+14;3,51743E+14;3,37832E+13;3,74037E+14;3,44748E+14;3,61604E+14;3,58863E+14;3,04303E+14;3,13102E+14;3,29263E+14;3,61646E+14;3,60378E+14;3,06427E+14;3,44576E+11;
Costa Rica;CRI;GDP per capita (current US$);3,81364E+14;3,55003E+14;3,34309E+14;3,44355E+14;3,52337E+14;3,72281E+14;3,93481E+14;4,12235E+14;4,4278E+14;4,74795E+14;5,33092E+14;5,68096E+14;6,36905E+14;7,67327E+14;8,16037E+14;9,36337E+14;1,12281E+14;1,393E+14;1,55554E+14;1,73462E+14;2,02155E+14;1,0685E+14;1,033E+14;1,21356E+14;1,37394E+14;1,43208E+13;1,57246E+14;1,57129E+14;1,55851E+14;1,72787E+14;1,831E+14;2,24737E+14;2,60581E+14;2,84164E+14;3,03189E+14;3,26569E+14;3,21511E+14;3,39198E+14;3,59743E+14;3,6688E+14;3,78905E+14;3,96031E+14;4,04271E+14;4,14782E+14;4,40471E+14;4,67638E+14;5,22747E+14;6,10374E+14;6,90139E+14;6,80104E+13;8,22713E+14;9,22983E+14;1,0075E+14;1,07441E+14;1,08472E+14;1,16428E+14;1,20112E+14;1,22256E+14;1,24854E+14;1,27621E+14;1,22019E+14;1,25086E+14;
Caribbean small states;CSS;GDP per capita (current US$);4,48256E+14;4,76901E+13;4,94736E+14;5,1674E+14;5,47951E+14;5,80944E+14;6,21435E+14;6,58351E+14;6,45928E+14;6,95039E+14;7,55145E+14;8,11132E+14;9,25528E+14;1,00086E+14;1,28549E+14;1,48516E+14;1,51187E+14;1,73675E+13;1,75983E+14;1,99919E+14;2,46166E+14;2,68366E+14;2,94021E+14;2,94272E+14;2,77889E+14;2,72283E+14;2,4663E+14;2,63312E+14;2,77562E+14;2,82769E+14;2,99732E+14;2,95106E+14;2,87519E+14;3,08466E+14;3,21405E+14;3,5141E+14;3,80362E+14;4,42151E+14;4,6902E+14;4,93852E+13;5,25831E+14;5,37946E+14;5,60543E+14;5,95106E+14;6,46467E+14;7,2608E+13;8,20616E+14;9,0608E+14;1,02348E+14;8,58872E+13;9,26303E+14;9,92977E+14;1,02E+14;1,03212E+14;1,04023E+14;1,01818E+14;9,55767E+14;9,91574E+14;1,02503E+14;1,04067E+14;8,85787E+14;9,35228E+14;
Cuba;CUB;GDP per capita (current US$);;;;;;;;;;;6,53427E+14;7,79724E+14;9,01367E+14;1,08813E+14;1,22369E+14;1,37908E+14;1,4433E+14;1,47273E+14;1,83511E+14;2,00028E+14;2,02172E+14;2,03561E+14;2,10793E+14;2,22465E+14;2,39635E+14;2,26983E+14;2,37891E+14;2,45113E+14;2,64092E+14;2,57269E+14;2,70317E+14;2,27821E+14;2,0571E+14;2,07309E+14;2,62476E+14;2,79474E+14;2,28693E+14;2,30815E+14;2,33146E+13;2,5589E+14;2,7471E+14;2,83774E+14;2,99924E+14;3,19713E+14;3,39571E+14;3,78666E+14;4,33664E+14;4,82289E+14;5,01043E+13;5,12006E+14;5,30588E+14;6,13972E+14;6,49731E+14;6,83771E+14;7,13334E+14;7,69401E+14;8,0608E+14;8,54121E+14;8,82419E+14;9,12588E+13;9,47785E+14;;
Curacao;CUW;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,94465E+14;1,98867E+14;1,97627E+13;1,95527E+13;1,92603E+13;1,88818E+14;1,87888E+14;1,89561E+14;1,90242E+14;1,61099E+14;;
Cayman Islands;CYM;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,28015E+14;8,5433E+14;8,51883E+14;7,74004E+14;7,33518E+12;7,23297E+11;7,27771E+14;7,35147E+14;7,49904E+14;7,62842E+14;7,84716E+14;8,15132E+14;8,61805E+14;9,1513E+13;8,53468E+14;;
Cyprus;CYP;GDP per capita (current US$);;;;;;;;;;;;;;;;9,76334E+14;1,15741E+14;1,47627E+12;1,9294E+14;2,55926E+12;4,23202E+14;4,03324E+14;4,12278E+14;4,09105E+14;4,25874E+14;4,48829E+12;5,64263E+14;6690578125;7,64563E+13;80389140625;9,64158E+13;9,6961E+12;1,13101E+13;1,05261E+14;1,16177E+14;1,52614E+12;1,51392E+11;1,42342E+13;1,50928E+13;1,52879E+14;1,43883E+12;1,48214E+13;1,60932E+12;2,02522E+12;2,37926E+12;2,49593E+13;2,67293E+12;3,12449E+12;3,53974E+12;3,21092E+11;3,10236E+13;3,23964E+12;2891215625;2,77292E+13;2,71633E+12;2,34083E+11;2,46059E+13;26608875;2,93341E+13;2,92061E+13;2,76816E+12;3,07985E+11;
Czechia;CZE;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,9415E+14;2,89661E+14;3,37287E+14;3,95618E+13;4,63055E+14;5,82412E+14;6,53284E+14;6,03449E+14;6,4897E+13;6,33742E+14;6,02904E+14;6,63704E+14;8,06087E+14;9,81857E+14;1,17499E+14;1,34307E+14;1,52618E+14;1,84665E+14;2,28046E+14;1,98617E+14;1,99601E+14;2,18713E+14;1,98708E+14;2,01332E+14;1,98909E+14;1,78297E+14;1,85752E+14;2,06362E+13;2,34197E+14;2,36601E+14;2,29335E+14;2,63785E+14;
Germany;DEU;GDP per capita (current US$);;;;;;;;;;;2,76117E+14;3,19213E+14;3,80998E+14;5,04676E+14;5,63908E+14;6,23636E+13;6,63486E+14;7,68295E+14;9,48204E+14;1,1281E+14;1,21383E+14;1,02091E+14;9,91374E+14;9,86434E+13;9,31317E+14;9,42957E+14;1,34618E+14;1,66775E+12;1,79313E+14;1,77644E+13;2,2304E+14;2,33578E+13;2,64382E+14;2,55226E+14;2,70766E+12;3,16583E+14;3,04859E+14;2,6964E+14;2,72891E+14;2,67349E+14;2,36948E+14;2,36283E+14;2,51973E+14;3,03104E+14;3,41067E+14;3,45202E+14;3,63539E+14;4,16401E+14;4,56127E+14;4,16504E+14;4,15725E+14;4,67059E+14;4,38559E+14;4,62989E+14;4,80239E+14;4,11033E+14;4,21361E+14;4,46526E+14;4,79736E+14;4,67949E+14;4,62527E+14;5,08018E+14;
Djibouti;DJI;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;8,01182E+13;;7,61459E+14;7,48204E+14;7,25754E+13;7,66147E+14;7,62013E+14;7,77267E+14;7,53509E+14;7,90035E+14;7,89556E+14;7,67506E+14;7,60641E+14;7,55759E+14;7,65858E+14;7,68184E+14;7,80904E+14;7,91384E+14;8,18869E+14;8,63236E+14;9,04737E+14;9,6768E+14;1,05272E+14;1,22385E+14;1,26732E+14;1,34328E+14;1,45155E+14;1,55924E+14;2,31272E+13;2,46429E+14;2,65251E+14;2,80369E+14;2,92615E+14;3,03827E+14;3,17275E+14;3,2197E+14;3,36371E+14;
Dominica;DMA;GDP per capita (current US$);;;;;;;;;;;;;;;;;;6,24606E+14;7,6912E+14;7,33962E+14;9,6663E+14;1,0902E+14;1,19351E+14;1,32465E+14;1,47817E+14;1,63225E+14;1,86351E+14;2,11393E+14;2,40277E+14;2,61782E+14;2,86032E+14;3,12265E+14;3,31782E+14;3,467E+14;3,72127E+14;3,8608E+13;4,12058E+13;4,29211E+12;4,59386E+14;4,75109E+14;4,7878E+14;4,883E+14;4,77085E+14;4,89731E+14;5,21687E+14;5,16089E+14;5,51842E+14;5,95186E+14;6,46894E+14;6,90315E+14;6,96736E+14;7,06546E+14;6,84946E+14;7,01638E+12;7,31749E+14;7,59729E+14;8,08097E+14;7,29851E+14;7,74538E+14;8,51628E+14;7,00386E+14;7,55998E+13;
Denmark;DNK;GDP per capita (current US$);;;;;;;2,48714E+14;2,70075E+14;2,77614E+14;3,15113E+14;3,46446E+14;3,84551E+14;4,6543E+14;6,11937E+14;6,77075E+14;7,99911E+14;8,78759E+14;9,78385E+14;1,1826E+14;1,3752E+13;1,38839E+14;1,20818E+14;1,18044E+14;1,18579E+14;1,15629E+14;1,22531E+14;1,72011E+14;2,13407E+14;2,2527E+14;2,19011E+13;2,68914E+14;2,70114E+14;2,95697E+14;2,7598E+14;2,99956E+14;3,53514E+14;3,56507E+14;3,28359E+14;3,33681E+13;3,34408E+14;3,07435E+14;3,07517E+13;3,32287E+14;4,04588E+14;4,65116E+14;4,87998E+14;5,2027E+14;5,84871E+14;6,43221E+14;5,81633E+14;5,80414E+14;6,17536E+13;5,85075E+14;6,11912E+14;6,2549E+14;5,32549E+14;5,4664E+14;5,76101E+14;6,15919E+14;5,97757E+14;6,10633E+14;6,7803E+14;
Dominican Republic;DOM;GDP per capita (current US$);2,04115E+14;1,92028E+14;2,34052E+14;2,58596E+14;2,72975E+14;2,29024E+14;2,45988E+14;2,50976E+14;2,54052E+13;2,81378E+14;3,30132E+13;3,60153E+14;4,17919E+13;4,80053E+14;5,83484E+14;6,99603E+13;7,48991E+13;8,48285E+13;8,54647E+14;9,69498E+14;1,16495E+14;1,27383E+14;1,36251E+14;1,48728E+14;1,83109E+14;7,80386E+14;9,28032E+14;8,65832E+14;7,83035E+14;9,55517E+14;9,91615E+14;1,3513E+14;1,56653E+14;1,7334E+14;1,90594E+14;2,12775E+14;2,29375E+14;2,47606E+14;2,63831E+14;2,65323E+14;2,86918E+14;2,97743E+14;3,11033E+14;2,41835E+14;2,48733E+14;3,93278E+14;4,10903E+14;4,7078E+14;5,08798E+14;5,0394E+14;5,55539E+14;5,91343E+14;6,11037E+14;6,23813E+14;6,60883E+14;6,92152E+14;7,28088E+14;7,60935E+14;8,05064E+14;8,28212E+14;7,2682E+13;8,60379E+14;
Algeria;DZA;GDP per capita (current US$);2,46304E+14;2,14772E+14;1,72243E+14;2,26895E+14;2,38044E+12;2,49884E+14;2,35598E+14;2,53924E+14;2,81926E+14;3,02752E+14;3,36225E+14;3,41389E+13;4,42678E+14;5,54293E+14;8,18008E+14;9,3679E+14;1,03761E+14;1,19274E+14;1,45642E+14;1,7827E+14;2,20306E+14;2,23709E+14;2,2103E+14;2,31266E+14;2,46735E+14;2,58288E+14;2,75695E+14;2,8075E+14;2,41738E+14;2,21596E+14;2,40882E+14;1,73162E+14;1,77603E+13;1,8073E+14;1,50789E+14;1,45228E+14;1,60394E+13;1,6198E+14;1,596E+14;1,58835E+14;1,76503E+14;1,74061E+14;1,78183E+14;2,10338E+14;2,61019E+14;3,11309E+14;3,47871E+14;3,95051E+13;4,92363E+14;3,88327E+14;4,48079E+14;5,45568E+14;5,59222E+14;5,49959E+14;5,49306E+14;4,17789E+13;3,94645E+14;4,1097E+14;4,14202E+14;3,98967E+14;3,30686E+14;3,76503E+14;
