Country Name;Country Code;Indicator Name;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;Column1
East Asia & Pacific (excluding high income);EAP;GDP per capita (current US$);9,09021E+14;8,00618E+14;7,21479E+14;7,62054E+14;8,58398E+14;9,7484E+14;1,03682E+14;9,80313E+14;9,66848E+14;1,05601E+14;1,14116E+14;1,19403E+14;1,32078E+14;1,62315E+14;1,79663E+14;1,98048E+14;1,97755E+14;2,24621E+14;2,14423E+14;2,44524E+14;2,77941E+14;2,92131E+14;3,01545E+14;3,10629E+13;3,31301E+14;3,56835E+14;3,50031E+14;3,39973E+14;3,7052E+14;3,94084E+14;4,1575E+14;4,44171E+14;4,90921E+14;5,31783E+14;6,31658E+14;7,69612E+13;8,73202E+14;8,93327E+14;8,0446E+14;8,76038E+13;9,54967E+14;1,00765E+14;1,10528E+14;1,23945E+14;1,42658E+14;1,63928E+14;1,9586E+14;2,45724E+14;3,08496E+14;3,32197E+14;4,01299E+14;4,86911E+14;5,38523E+14;5,89197E+14;6,30109E+14;6,51126E+14;6,60076E+14;7,15945E+13;7,95476E+14;8,17784E+14;8,27046E+13;9,77649E+14;
Early-demographic dividend;EAR;GDP per capita (current US$);1,61165E+14;1,58407E+14;1,59406E+14;1,6513E+14;1,84658E+14;1,95245E+14;1,88173E+12;1,92999E+14;2,04061E+14;2,22201E+14;2,2939E+14;2,4234E+14;2,58537E+14;3,22406E+14;4,40167E+14;4,61827E+14;4,92204E+14;5,36953E+14;5,81949E+14;6,90425E+14;8,38051E+14;9,13187E+14;8,47207E+14;8,3198E+14;8,05066E+13;8,06922E+14;7,94216E+14;7,81195E+14;8,01121E+14;7,98116E+14;9,15129E+14;9,46712E+14;1,01943E+14;1,09717E+14;1,1305E+14;1,13629E+14;1,21497E+14;1,27407E+14;1,23254E+14;1,28002E+14;1,36786E+14;1,33227E+14;1,27338E+14;1,3937E+13;1,59643E+13;1,8318E+13;2,06138E+14;2,4009E+14;2,66608E+14;2,53392E+14;3,02652E+14;3,29335E+14;3,39089E+14;3,38995E+14;3,4576E+14;3,24424E+14;3,30371E+14;3,52138E+14;3,50975E+14;3,53883E+14;3,25371E+14;3,73996E+14;
East Asia & Pacific;EAS;GDP per capita (current US$);1,48424E+14;1,48656E+14;1,49663E+14;1,63025E+14;1,82712E+14;1,9862E+14;2,16243E+14;2,28678E+14;2,45946E+13;2,76009E+14;3,17062E+14;3,42618E+14;4,15155E+14;5,34878E+14;6,03406E+14;6,48438E+14;7,00962E+14;8,22445E+14;1,02203E+14;1,09326E+14;1,16452E+14;1,26463E+14;1,21968E+14;1,27719E+14;1,34748E+14;1,4006E+13;1,80135E+14;2,08098E+14;2,46354E+14;2,52643E+14;2,59977E+13;2,89358E+14;3,12048E+14;3,44636E+14;3,85629E+14;4,32722E+14;4,12148E+14;3,89615E+14;3,44909E+14;3,81468E+14;4,08916E+14;3,76929E+14;3,79687E+14;4,14186E+14;4,61058E+14;4,88284E+14;5,1371E+14;5,69982E+14;6,52536E+14;6,66923E+14;7,73186E+13;8,90349E+14;9,45013E+14;9,48216E+14;9,70751E+14;9,59941E+14;9,86787E+14;1,04664E+14;1,1324E+14;1,14941E+14;1,14836E+13;1,30375E+14;
Europe & Central Asia (excluding high income);ECA;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,42308E+13;2,32391E+14;2,47244E+14;2,39393E+14;2,1862E+14;2,13991E+14;1,83393E+13;1,96174E+14;1,98025E+14;2,06482E+13;1,91188E+14;1,60369E+14;1,79575E+14;1,7744E+14;2,03307E+14;2,56303E+14;3,39415E+14;4,2892E+14;5,2521E+14;6,74024E+14;8,3202E+14;6,48946E+14;7,8162E+13;9,65438E+14;1,02351E+14;1,07784E+13;9,92161E+14;7,48583E+14;7,07097E+14;7,88902E+14;8,00826E+14;8,13675E+14;7,43516E+14;8,70806E+14;
Europe & Central Asia;ECS;GDP per capita (current US$);;;;;;;1,03731E+14;1,1069E+14;1,14781E+13;1,25884E+14;1,38188E+13;1,5467E+14;1,83794E+14;2,31599E+14;2,59739E+14;3,01224E+14;3,10845E+14;3,49909E+14;4,24198E+14;5,15465E+14;5,79896E+14;5,12714E+13;4,91145E+14;4,73774E+14;4,52695E+14;4,65704E+14;6,31804E+14;7,75963E+14;8,58505E+14;8,64879E+14;1,05294E+14;1,08133E+14;1,15462E+14;1,05671E+14;1,10214E+14;1,27084E+14;1,295E+14;1,226E+14;1,25622E+14;1,24081E+14;1,16835E+14;1,17854E+14;1,28874E+14;1,56288E+14;1,81597E+13;1,92608E+14;2,07959E+14;2,42177E+14;2,65355E+13;2,32474E+14;2,36802E+14;2,61916E+14;2,51325E+13;2,61477E+14;2,63882E+14;2,26249E+14;2,24551E+14;2,37043E+14;2,52977E+14;2,49146E+13;2,3981E+14;2,71143E+14;
Ecuador;ECU;GDP per capita (current US$);4,55462E+14;3,75221E+13;3,15689E+14;3,6863E+14;4,4056E+14;4,55198E+13;4,4992E+14;4,59279E+14;4,51E+14;5,279E+14;4,71631E+14;4,40857E+14;4,95536E+14;5,88337E+14;9,70013E+14;1,10542E+14;1,26491E+14;1,49333E+14;1,5724E+14;1,82105E+14;2,23822E+14;2,66061E+14;2,36995E+14;1,98879E+14;1,91243E+14;1,89156E+14;1,64801E+14;1,46449E+14;1,33789E+14;1,39021E+14;1,48953E+14;1,62221E+14;1,6885E+14;1,72776E+14;2,02611E+14;2,13291E+14;2,15552E+14;2,35637E+14;2,29389E+14;1,57893E+14;1,44528E+14;1,89462E+14;2,1721E+13;2,42585E+14;2,69128E+14;3,00214E+14;3,32888E+14;3,56784E+14;4,24902E+14;4,23162E+14;4,63359E+14;5,20056E+14;5,68205E+14;6,05633E+14;6,37709E+14;6,12449E+14;6,06009E+14;6,2135E+14;6,29593E+14;6,22252E+14;5,62777E+14;5,93488E+14;
Egypt, Arab Rep.;EGY;GDP per capita (current US$);;;;;;1,62608E+14;1,68963E+14;1,74863E+14;1,80411E+14;1,93586E+14;2,33014E+14;2,43807E+14;2,57589E+14;2,73699E+14;2,44747E+14;3,01749E+14;3,37774E+14;3,57078E+14;3,58848E+14;4,26347E+14;5,00355E+14;4,98559E+14;6,07282E+14;6,62687E+14;7,08196E+14;7,92824E+14;8,15249E+14;7,78117E+14;6,55068E+14;7,2563E+14;7,65642E+14;6,51078E+14;7,13453E+14;7,77858E+14;8,49452E+14;9,65111E+14;1,06333E+14;1,20872E+14;1,2814E+14;1,34355E+12;1,45048E+14;1,3782E+14;1,1911E+14;1,10247E+14;1,06216E+14;1,18639E+14;1,39744E+14;1,66732E+13;2,04453E+14;2,33127E+14;2,64597E+14;2,79181E+14;3,22969E+13;3,26266E+14;3,37956E+14;3,56293E+14;3,51987E+13;2,44429E+14;2,53713E+14;3,01909E+14;3,56921E+14;3,87636E+14;
Euro area;EMU;GDP per capita (current US$);9,23187E+14;1,00502E+14;1,10629E+14;1,22991E+14;1,35565E+14;1,46854E+14;1,58904E+14;1,7144E+14;1,8283E+14;2,02721E+14;2,23645E+14;2,52091E+14;3,0249E+14;3,90204E+14;4,40004E+14;5,07563E+14;5,2733E+14;5,97429E+14;7,28624E+14;8,79014E+14;9,80257E+14;8,48668E+14;8,1943E+14;7,97805E+14;7,63973E+12;7,8338E+14;1,09669E+14;1,35271E+14;1,48275E+14;1,50811E+14;1,8893E+14;1,95522E+14;2,14718E+14;1,95672E+14;2,05951E+14;2,36953E+14;2,39136E+14;2,18102E+14;2,2381E+14;2,22201E+14;2,02156E+14;2,04507E+14;2,22134E+14;2,71945E+13;3,10068E+14;3,19495E+14;3,37965E+14;3,87173E+13;4,23552E+14;3,85808E+14;3,76059E+14;4,06576E+14;3,75959E+14;3,91203E+13;3,99124E+14;3,43883E+14;3,51635E+14;3,71545E+14;4,00592E+14;3,91958E+14;3,80127E+14;4,23077E+14;
Eritrea;ERI;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,11332E+14;2,08999E+14;2,39668E+14;2,62231E+14;3,15751E+14;3,12724E+14;3,37887E+14;3,0791E+14;3,08134E+14;3,16824E+14;2,93956E+14;3,34586E+14;4,07769E+14;3,88596E+14;4,15036E+14;4,39832E+12;4,50632E+14;5,9511E+14;5,01355E+14;6,42508E+14;;;;;;;;;;;
Spain;ESP;GDP per capita (current US$);3,96392E+14;4,50053E+14;5,20206E+14;6,09487E+14;6,75242E+14;7,74762E+14;8,8966E+14;9,68307E+14;9,50546E+14;1,07768E+14;1,21229E+14;1,36217E+14;1,70881E+14;2,24755E+14;2,74992E+14;3,20984E+14;3,27931E+14;3,62759E+14;4,35644E+14;5,77021E+14;6,20858E+13;5,37117E+14;5,15971E+14;4,4785E+14;4,48999E+14;4,69966E+14;6,5135E+14;8,23961E+13;9,70312E+13;1,0682E+14;1,38049E+14;1,48119E+14;1,61122E+14;1,33399E+13;1,34153E+14;1,5472E+13;1,61091E+14;1,47308E+14;1,53944E+14;1,57206E+14;1,47497E+14;1,5369E+14;1,71067E+13;2,15108E+14;2,4907E+14;2,64292E+14;2,83891E+14;3,25914E+14;3,55107E+14;3,21695E+14;3,05325E+14;3,16779E+14;2,83228E+14;2,90678E+13;2,95008E+14;2,57424E+14;2,65233E+14;2,81702E+14;3,03646E+14;2,95545E+14;2,70564E+14;3,01157E+14;
Estonia;EST;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,13439E+14;3,38093E+14;3,68295E+14;4,09339E+14;4,14094E+14;4,07061E+14;4,50586E+14;5,34163E+14;7,20352E+14;8,9141E+14;1,04126E+14;1,26394E+14;1,67446E+14;1,8205E+14;1,47117E+14;1,4663E+14;1,74878E+14;1,74032E+14;1,9056E+14;2,02611E+14;1,7402E+14;1,82953E+14;2,04378E+13;2,30636E+14;2,33979E+14;2,30544E+14;2,72807E+14;
Ethiopia;ETH;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;2,03557E+14;2,08342E+14;2,24627E+14;2,05624E+13;2,33219E+14;2,34682E+14;2,42962E+14;2,43736E+14;2,48023E+14;2,54243E+14;2,71394E+14;2,0405E+14;1,65693E+14;1,2555E+14;1,34343E+13;1,45167E+13;1,41509E+14;1,25076E+14;1,19684E+14;1,24461E+14;1,20766E+14;1,11927E+11;1,1949E+13;1,36466E+14;1,62433E+13;1,94687E+14;2,44286E+14;3,26437E+14;3,80569E+14;3,41554E+14;3,5448E+12;4,67078E+13;4,99532E+14;5,66926E+13;6,40542E+14;7,17125E+14;7,68523E+14;7,71525E+14;8,55761E+14;9,36451E+13;9,43966E+14;
European Union;EUU;GDP per capita (current US$);;;;;;;;;;;1,87908E+14;2,11336E+13;2,5331E+14;3,25779E+14;3,6665E+12;4,24505E+14;4,4199E+14;4,98204E+14;6,04221E+14;7,27207E+14;8,0985E+14;7,03204E+14;6,75932E+14;6,55883E+14;6,30467E+14;6,46896E+14;9,02013E+14;1,11247E+14;1,21735E+14;1,23932E+14;1,5455E+13;1,59723E+14;1,75105E+14;1,59332E+14;1,68357E+14;1,94649E+14;1,97507E+14;1,80891E+14;1,86162E+14;1,84829E+13;1,69476E+14;1,71991E+14;1,87611E+14;2,29683E+14;2,63087E+14;2,73447E+14;2,90938E+14;3,35914E+14;3,70504E+14;3,34842E+14;3,29707E+14;3,57563E+14;3,31589E+14;3,45781E+14;3,52861E+14;3,0485E+14;3,11865E+14;3,30944E+14;3,57534E+14;3,50893E+14;3,41918E+14;3,82341E+14;
Fragile and conflict affected situations;FCS;GDP per capita (current US$);;;;;;;;;1,64735E+14;1,79648E+14;2,14412E+12;2,12639E+14;2,37866E+14;2,8496E+14;4,1367E+14;4,53868E+14;5,21902E+14;5,6083E+14;6,0305E+14;7,44205E+14;9,09676E+13;1,23768E+14;1,15959E+14;9,67484E+14;8,55827E+14;8,55092E+14;8,11389E+13;8,18282E+14;8,38534E+14;8,13763E+14;1,14417E+14;7,71398E+14;6,85002E+14;6,26239E+14;5,87902E+13;6,60918E+14;6,6781E+14;7,40528E+14;7,17932E+14;7,57662E+14;8,61881E+14;8,40926E+14;8,06828E+14;8,25384E+14;1,01791E+14;1,24978E+14;1,50807E+14;1,79562E+14;2,22697E+14;2,0118E+14;2,31867E+14;2,132E+14;2,32958E+14;2,35948E+14;2,42844E+14;1,91369E+13;1,76281E+14;1,82574E+14;1,82683E+14;1,9057E+14;1,74337E+14;1,8264E+14;
Finland;FIN;GDP per capita (current US$);1,17935E+14;1,32743E+12;1,4117E+14;1,52232E+13;1,7075E+14;1,88209E+14;2,01021E+14;2,03419E+14;1,90708E+14;2,17804E+14;2,46564E+14;2,71619E+14;3,17765E+14;4,17317E+14;5,29761E+14;6,25554E+14;6,73969E+14;7,06911E+14;7,62882E+14;9,33225E+14;1,12239E+13;1,09268E+13;1,09381E+13;1,04975E+13;1,08339E+14;1,13981E+14;1,4951E+14;1,85711E+14;2,20478E+14;2,39732E+14;2,83646E+14;2,54847E+14;2,23191E+13;1,76088E+14;2,03013E+13;2,62716E+14;2,57835E+14;2,46919E+14;2,60093E+14;2,61862E+14;2,43459E+14;2,49678E+14;2,69978E+14;3,29277E+14;3,77722E+14;3,90549E+14;4,12226E+14;4,84764E+14;5,37728E+14;4,74815E+14;4,65053E+14;5,11489E+14;4,77081E+14;4,98922E+14;5,03272E+14;4,28019E+14;4,3814E+14;4,64121E+14;4,99889E+14;4,86286E+13;4,91608E+14;5,39826E+14;
Fiji;FJI;GDP per capita (current US$);2,85474E+14;2,87267E+14;2,91473E+14;2,96708E+14;3,10812E+14;3,1702E+14;3,1613E+14;3,33268E+14;3,34613E+14;3,57424E+14;4,22388E+14;4,66025E+14;5,83319E+14;7,68689E+14;9,87924E+14;1,18668E+14;1,18209E+14;1,20263E+14;1,36079E+14;1,64056E+14;1,89288E+14;1,89801E+14;1,78686E+14;1,63838E+14;1,68171E+14;1,60322E+14;1,79537E+14;1,63196E+12;1,5354E+14;1,63219E+14;1,83512E+14;1,88176E+14;2,05838E+14;2,1671E+14;2,38473E+14;2,54098E+14;2,71383E+14;2,63667E+14;2,06607E+14;2,40169E+14;2,06932E+14;2,03025E+14;2,24871E+14;2,81891E+14;3,31116E+14;3,62763E+14;3,71593E+14;4,04015E+14;4,16769E+14;3,36282E+14;3,65254E+14;4,37145E+14;4,59158E+14;4,84073E+14;5,60561E+14;5,39071E+14;5,65127E+14;6,10102E+14;6,31741E+14;6,17589E+13;5,10284E+14;5,08597E+14;
France;FRA;GDP per capita (current US$);1,33469E+14;1,42805E+14;1,57828E+14;1,74464E+14;1,90954E+14;2,03816E+14;2,18647E+13;2,3431E+14;2,53609E+14;2,7521E+14;2,85725E+14;3,16904E+14;3,85456E+14;4,96976E+14;5,32824E+14;6,69058E+14;6,86682E+14;7,53253E+14;9,26478E+14;1,11796E+14;1,27134E+14;1,1105E+14;1,04969E+14;9,99342E+14;9,4197E+14;9,76333E+14;1,35402E+14;1,63024E+14;1,768E+13;1,76943E+14;2,17938E+14;2,16751E+14;2,38137E+14;2,23801E+14;2,34965E+14;2,68902E+14;2,68718E+14;2,42289E+14;2,49743E+14;2,46815E+14;2,24197E+14;2,2453E+14;2,42926E+14;2,96337E+14;3,38033E+14;3,47732E+14;3,64742E+14;4,15612E+14;4,55193E+14;4,17402E+14;4,0678E+14;4,38481E+13;4,08724E+14;4,2605E+14;4,30685E+14;3,66529E+14;3,70625E+14;3,8781E+14;4,15928E+13;4,05786E+14;3,90371E+14;4,35185E+14;
Faroe Islands;FRO;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,41664E+14;2,43718E+14;2,28567E+14;2,47245E+14;2,70218E+14;3,16245E+14;3,58869E+14;3,67561E+13;4,21539E+14;4,87849E+14;5,20346E+14;4,80119E+14;4,85786E+14;5,22671E+14;5,04647E+14;5,58923E+14;6,04843E+14;5,33103E+14;5,82248E+14;6,14551E+14;6,55726E+14;6,71537E+14;6,63207E+14;;
Micronesia, Fed. Sts.;FSM;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;1,32085E+14;;;1,27651E+14;1,29688E+13;1,35567E+14;1,43735E+14;1,52849E+14;1,68254E+14;1,75665E+14;1,90951E+14;1,90984E+14;2,06049E+14;2,01766E+14;1,90486E+13;2,02274E+14;2,04271E+14;2,17189E+14;2,24849E+14;2,26594E+14;2,29587E+14;2,25311E+13;2,35815E+13;2,40611E+14;2,45866E+14;2,54126E+14;2,72198E+14;2,88531E+14;3,00926E+14;3,13139E+14;2,99479E+14;2,97151E+14;2,90662E+14;3,0147E+14;3,28964E+14;3,56829E+12;3,62425E+14;3,54297E+14;3,47665E+13;
Gabon;GAB;GDP per capita (current US$);2,82417E+14;3,31436E+14;3,57524E+14;2,9847E+14;4,10904E+14;4,2462E+14;4,52663E+14;4,90103E+14;5,2048E+13;5,50728E+14;5,49454E+14;6,35501E+14;7,03784E+14;1,16032E+14;2,43284E+14;3,33199E+14;4,55007E+14;4,15422E+14;3,45262E+14;4,27526E+14;5,8921E+14;5,18638E+14;4,73603E+14;4,3253E+14;4,42352E+14;4,03807E+14;4,00404E+14;3,75547E+14;4,26781E+14;4,53215E+14;6,26892E+14;5,537E+13;5,57804E+14;4,25207E+14;3,96388E+14;4,57057E+14;5,1162E+14;4,66719E+14;3,83178E+14;3,88888E+14;4,13599E+14;3,99303E+14;4,14143E+14;4,93346E+14;5,73961E+14;6,89136E+14;7,22137E+14;8,45831E+13;1,02542E+14;7,72102E+14;8,84932E+14;1,08097E+14;9,81351E+14;9,68358E+14;9,66342E+14;7,3847E+14;6,98442E+14;7,23043E+14;7,95901E+14;7,767E+14;6,88171E+14;8,01699E+14;
United Kingdom;GBR;GDP per capita (current US$);1,39759E+13;1,47239E+14;1,52578E+14;1,61346E+14;1,74829E+13;1,87357E+14;1,98675E+14;2,05878E+14;1,95176E+14;2,10067E+14;2,34754E+14;2,6498E+14;3,03043E+14;3,42628E+14;3,66586E+13;4,29975E+14;4,13817E+14;4,68144E+14;5,97694E+14;7,80476E+14;1,00321E+13;9,59931E+14;9,14608E+14;8,69152E+14;8,17919E+14;8,65222E+14;1,06111E+13;1,31186E+13;1,59872E+14;1,62393E+14;1,90955E+14;1,99007E+14;2,04872E+14;1,8389E+14;1,97092E+14;2,32066E+14;2,44385E+13;2,6743E+14;2,82693E+13;2,87269E+14;2,82231E+14;2,78064E+14;3,00499E+14;3,44875E+14;4,03717E+14;4,21321E+14;4,46541E+14;5,06533E+14;4,75493E+14;3,89522E+14;3,96886E+14;4,22849E+14;4,26868E+14;4,37138E+14;4,77872E+14;4,54046E+14;4,14996E+14;4,08578E+14;4,3647E+14;4,30705E+14;4,10981E+14;4,73344E+14;
Georgia;GEO;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,61464E+13;1,31467E+14;7,57224E+14;5,50016E+14;5,19858E+14;5,78345E+14;6,89059E+13;8,07032E+14;8,51526E+13;6,73543E+13;7,49909E+14;8,0199E+14;8,53516E+14;1,01001E+13;1,30505E+14;1,64276E+14;1,99606E+14;2,63535E+14;3,32474E+14;2,82267E+14;3,2333E+14;4,02174E+14;4,42182E+14;4,62375E+14;4,73919E+14;4,01419E+14;4,06217E+14;4,357E+14;4,72204E+13;4,69615E+14;4,25574E+14;5,04239E+14;
Ghana;GHA;GDP per capita (current US$);1,83428E+14;1,90197E+13;1,95469E+14;2,1104E+14;2,30062E+14;2,65292E+14;2,67717E+14;2,14785E+14;2,00307E+14;2,30287E+14;2,53567E+14;2,69368E+14;2,2886E+14;2,59702E+14;2,9689E+14;2,81406E+13;2,71126E+14;3,0681E+14;3,45834E+14;3,7206E+14;4,02061E+14;3,72077E+14;3,45641E+14;3,37163E+14;3,55667E+14;3,52353E+14;4,35068E+14;3,7447E+14;3,72684E+14;3,6589E+14;3,98637E+14;4,33773E+14;4,09746E+14;3,70419E+14;3,28745E+14;3,79988E+14;3,97136E+14;3,84796E+12;4,07523E+14;4,10334E+14;2,58471E+14;2,69015E+14;3,04565E+14;3,67821E+14;4,17508E+14;4,92544E+13;9,13394E+14;1,08117E+14;1,21706E+14;1,07766E+14;1,29935E+14;1,54946E+14;1,58756E+14;2,36109E+14;2,01226E+14;1,77407E+14;1,97196E+14;2,07429E+14;2,26086E+14;2,24663E+14;2,25415E+14;2,44529E+14;
Gibraltar;GIB;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;3,54421E+14;3,51909E+14;3,98546E+14;3,94331E+14;4,1981E+14;4,61375E+14;4,89072E+13;4,75426E+14;4,77762E+14;5,08102E+14;5,18366E+14;4,93822E+13;4,56491E+14;4,2972E+14;3,63482E+14;3,36154E+14;3,43603E+14;3,9374E+14;4,07301E+14;3,22416E+14;4,53404E+14;6,59993E+14;7,15097E+14;6,74085E+14;6,72425E+14;6,51136E+14;7,17051E+14;7,69003E+14;7,87239E+14;7,69255E+14;7,32292E+14;8,55575E+14;9,55111E+14;1,05259E+14;1,07895E+14;1,17435E+14;
Gambia, The;GMB;GDP per capita (current US$);;;;;;;1,06413E+14;1,09454E+14;9,38477E+14;1,00102E+14;1,12611E+14;1,16561E+14;1,20144E+14;1,48175E+14;1,83082E+14;2,13307E+14;2,01125E+14;2,39433E+14;2,88056E+14;3,35805E+14;3,78313E+14;3,32681E+14;3,18608E+14;3,04837E+14;2,44373E+14;2,9866E+14;2,34656E+14;2,65492E+14;3,05314E+14;3,10299E+14;3,31818E+14;6,95411E+14;6,95155E+14;7,11726E+14;6,82214E+14;6,9645E+14;7,28669E+14;6,69401E+14;6,78676E+14;6,37939E+14;5,94149E+14;5,05422E+14;4,11772E+14;3,35906E+14;6,42756E+14;6,6572E+14;6,62363E+14;7,80381E+14;9,2451E+14;8,33281E+13;8,60636E+14;7,62763E+14;7,42778E+14;7,00516E+14;6,0743E+14;6,60724E+14;6,9078E+14;6,79755E+13;7,32721E+14;7,72506E+14;7,57413E+14;8,35594E+14;
Guinea-Bissau;GNB;GDP per capita (current US$);;;;;;;;;;;1,11689E+14;1,09333E+14;1,19728E+14;1,19776E+14;1,30368E+14;1,42282E+14;1,45878E+14;1,48978E+14;1,58867E+14;1,53006E+14;1,41559E+14;1,94925E+14;2,04249E+14;1,97031E+13;1,62672E+14;1,64942E+14;1,45905E+14;1,90452E+13;1,76259E+14;2,23471E+14;2,50149E+14;2,57789E+14;2,21799E+14;2,27023E+14;2,2096E+13;2,33243E+14;2,43438E+14;2,3713E+14;1,78848E+14;1,90672E+14;3,0891E+14;3,19957E+14;3,33059E+14;3,72056E+14;4,05075E+14;4,36475E+14;4,30004E+14;4,93722E+14;5,99995E+14;5,59415E+14;5,58175E+14;7,03661E+13;6,16376E+13;6,34662E+14;6,23313E+14;6,03399E+14;6,61458E+14;7,3855E+14;8,02767E+14;7,49454E+14;7,2752E+14;8,12962E+14;
Equatorial Guinea;GNQ;GDP per capita (current US$);;;3,47906E+14;4,07515E+14;4,69761E+14;2,34344E+14;2,43769E+13;2,47844E+14;2,25487E+13;2,21137E+14;2,18206E+14;2,17321E+14;2,26001E+14;2,9246E+14;3,54301E+14;4,07711E+14;4,18008E+14;4,29417E+14;;;2,02627E+14;1,38939E+14;1,55617E+14;1,44196E+14;1,51773E+14;1,76415E+14;2,07053E+14;2,43737E+14;2,54536E+14;2,17072E+14;2,67468E+14;2,56226E+14;3,01177E+14;2,94071E+13;2,1041E+14;2,85553E+14;4,50646E+14;8,24551E+14;6,63725E+14;1,06764E+14;1,72556E+14;2,31317E+14;2,74419E+14;3,61854E+14;6,15213E+14;1,09634E+14;1,28574E+14;1,59084E+14;2,29426E+14;1,66681E+14;1,72888E+14;2,16417E+14;2,17112E+14;2,03907E+14;1,93941E+14;1,12834E+14;9,25032E+14;9,66786E+13;1,00056E+14;8,38074E+14;7,19834E+14;8,46229E+14;
Greece;GRC;GDP per capita (current US$);5,20323E+14;5,9078E+14;6,17058E+14;6,95229E+14;7,83706E+14;8,99281E+14;9,9743E+14;1,06811E+14;1,15444E+14;1,32406E+14;1,49439E+14;1,65233E+14;1,89968E+14;2,50281E+14;2,82875E+14;3,15324E+14;3,39054E+14;3,88637E+14;4,69463E+13;5,70595E+14;5,89366E+14;5,38027E+14;5,57923E+14;5,01988E+14;4,85257E+14;4,81371E+14;5,65651E+14;6,56488E+14;7,59803E+14;7,84668E+14;9,60019E+14;1,01884E+14;1,11765E+14;1,0402E+14;1,10913E+14;1,29593E+14;1,37491E+14;1,34278E+14;1,34721E+14;1,32497E+14;1,20729E+14;1,2549E+13;1,41776E+14;1,85184E+14;2,19955E+13;2,25601E+14;2,48219E+14;2,8864E+14;3,2128E+14;2,98288E+14;2,67166E+14;2,54839E+14;2,1913E+14;2,17878E+14;2,16167E+14;1,80839E+14;1,7924E+14;1,85821E+14;1,9757E+13;1,91338E+14;1,76472E+14;2,02765E+14;
Grenada;GRD;GDP per capita (current US$);;;;;;;;;;;;;;;;;;7,92455E+14;9,91228E+14;1,15396E+13;1,24562E+14;1,27637E+14;1,34686E+14;1,37267E+13;1,47792E+14;1,67807E+13;1,87247E+13;2,16253E+14;2,40871E+14;2,75789E+14;2,887E+14;3,11789E+14;3,19223E+13;3,15382E+14;3,27255E+14;3,41197E+13;3,63268E+14;3,8614E+14;4,37062E+14;4,70579E+14;5,05698E+14;5,04101E+14;5,2138E+14;5,68271E+14;5,74165E+14;6,64599E+14;6,65822E+14;7,21299E+14;7,83235E+14;7,29083E+14;7,25817E+14;7,29174E+14;7,44409E+14;7,78963E+14;8,37004E+14;9,09654E+14;9,62826E+13;1,01528E+14;1,04669E+14;1,08345E+13;9,2732E+14;9,92862E+14;
Greenland;GRL;GDP per capita (current US$);;;;;;;;;;;1,49828E+14;1,8765E+14;2,19671E+14;2,86028E+14;3,43271E+14;4,25795E+12;4,84468E+14;5,71395E+14;7,23555E+14;8,48069E+14;9,48317E+14;8,54406E+14;7,81369E+14;7,98817E+12;7,1987E+14;7,76083E+14;1,12713E+14;1,45544E+14;1,6398E+14;1,68137E+14;1,83268E+14;1,83152E+14;1,87689E+14;1,67975E+14;1,8124E+14;2,16657E+14;2,14224E+14;1,91455E+14;2,04967E+13;2,01704E+14;1,90041E+14;1,92755E+14;2,06529E+14;2,74598E+14;3,20235E+14;3,24898E+14;3,54581E+14;3,9781E+14;4,43671E+14;4,49186E+14;4,39883E+14;4,7187E+14;4,59368E+14;4,75356E+14;5,04849E+14;4,45364E+14;4,81819E+13;5,07666E+14;5,45453E+14;5,32562E+14;5,45704E+14;;
