DATE,CODE,CODE-2,MEAN,CLASSIFICATION
2016,ETH,ET,56.0,1.0
2016,FIN,FI,12.092136164843035,0.16666666666666666
2016,FRA,FR,15.528783711689846,0.16666666666666666
2016,GBR,GB,15.235786873559915,0.16666666666666666
2016,HKG,HK,23.966754850088183,0.3333333333333333
2016,HRV,HR,15.10377268001173,0.16666666666666666
2016,HUN,HU,10.715824309525358,0.0
2016,IDN,ID,81.45634920634922,1.5
2016,IND,IN,46.73772366453087,0.6666666666666666
2016,IRN,IR,44.56725830533781,1.1666666666666667
2016,ISL,IS,8.89100529100529,0.0
2016,ISR,IL,26.995365886911788,0.8333333333333334
2016,ITA,IT,23.67767899462137,0.3333333333333333
2016,JPN,JP,18.075117385017165,0.16666666666666666
2016,KOR,KR,29.629325184793885,0.3333333333333333
2016,LTU,LT,14.557562521033566,0.2
2016,MAC,MO,27.027865961199296,0.3333333333333333
2016,MEX,MX,28.7524345902535,0.3333333333333333
2016,MKD,MK,22.75261780104712,0.3333333333333333
2016,MNG,MN,44.81675485008818,0.6666666666666666
2016,NLD,NL,15.481765784021897,0.16666666666666666
2016,NOR,NO,13.37542784193741,0.16666666666666666
2016,NPL,NP,111.33333333333334,2.0
2016,NZL,NZ,8.460298889974728,0.0
2016,PER,PE,29.46075837742504,0.5
2016,POL,PL,22.600208730389635,0.3333333333333333
2016,PRT,PT,16.08932445543689,0.2
2016,REU,RE,11.206335442431216,0.16666666666666666
2016,ROU,RO,22.350474400836895,0.2
2016,RUS,RU,15.284722222222221,0.16666666666666666
2016,SGP,SG,17.502028218694885,0.16666666666666666
2016,SLV,SV,89.30722891566265,2.0
2016,SRB,RS,21.048973206499547,0.3333333333333333
2016,SVK,SK,17.69831101373737,0.2
2016,SWE,SE,20.35771316532226,0.25
2016,THA,TH,32.61381849842629,0.3333333333333333
2016,TUR,TR,28.137773440276206,0.3333333333333333
2016,TWN,TW,24.338558342992624,0.3333333333333333
2016,USA,US,13.897468606185255,0.16666666666666666
2016,VNM,VN,33.649662443745385,0.8333333333333334
2016,ZAF,ZA,11.16641221374046,0.0
2017,ARG,AR,17.165800707541667,0.2
2017,AUS,AU,9.71602549726606,0.16666666666666666
2017,AUT,AT,17.751447610664904,0.2
2017,BEL,BE,17.865473117851074,0.16666666666666666
2017,BGD,BD,155.29834254143643,3.0
2017,BGR,BG,25.753017705404975,0.3333333333333333
2017,BHR,BH,128.4047619047619,3.0
2017,BIH,BA,33.775052412214585,0.5
2017,BOL,BO,15.583278659874404,0.0
2017,BRA,BR,14.829260859208455,0.16666666666666666
2017,CAN,CA,10.111688665651657,0.0
2017,CHE,CH,10.138230213291028,0.0
2017,CHL,CL,24.082204427911176,0.6666666666666666
2017,CHN,CN,39.788247828764455,0.6666666666666666
2017,COL,CO,20.445905326174216,0.3333333333333333
2017,CYP,CY,21.627966432474633,0.3333333333333333
2017,CZE,CZ,25.580223191525942,0.4
2017,DEU,DE,18.783135626922757,0.16666666666666666
2017,DNK,DK,16.651068376068377,0.16666666666666666
2017,ECU,EC,58.46408839779006,1.0
2017,ESP,ES,14.765590164504216,0.16666666666666666
2017,EST,EE,12.796687898089171,0.0
2017,ETH,ET,68.44505494505495,2.0
2017,FIN,FI,13.380260004146795,0.0
2017,FRA,FR,17.299423472172094,0.16666666666666666
2017,GBR,GB,15.802793261076488,0.16666666666666666
2017,HKG,HK,25.784881602914393,0.3333333333333333
2017,HRV,HR,17.016594615634396,0.16666666666666666
2017,HUN,HU,20.992671827389433,0.3333333333333333
2017,IDN,ID,60.23790706532089,1.0
2017,IND,IN,43.98182211741496,0.6666666666666666
2017,IRN,IR,42.80693815987934,1.0
2017,ISR,IL,22.905750858533807,0.3333333333333333
2017,ITA,IT,25.0739987297395,0.3333333333333333
2017,JPN,JP,17.844421750848817,0.16666666666666666
2017,KOR,KR,29.98835844119198,0.3333333333333333
2017,KWT,KW,99.98255813953487,2.0
2017,LTU,LT,9.475617283950616,0.0
2017,MAC,MO,27.02124542124542,0.3333333333333333
2017,MEX,MX,33.714361087658176,0.5
2017,MKD,MK,29.758652094717664,0.5
2017,MNG,MN,44.123406193078324,0.5
2017,NLD,NL,16.517588949270557,0.16666666666666666
2017,NOR,NO,11.632480680031437,0.16666666666666666
2017,NPL,NP,97.4674857284686,2.0
2017,NZL,NZ,9.690222640934387,0.16666666666666666
2017,PER,PE,25.80505801983904,0.5
2017,POL,PL,23.728087719161234,0.3333333333333333
2017,PRT,PT,19.2829287681048,0.2
2017,REU,RE,10.259409504481756,0.0
2017,ROU,RO,23.750672063102442,0.4
2017,RUS,RU,13.831056466302366,0.16666666666666666
2017,SGP,SG,17.141712204007288,0.16666666666666666
2017,SLV,SV,101.3,2.0
2017,SRB,RS,25.166132340798196,0.3333333333333333
2017,SVK,SK,22.33620239718426,0.4
2017,SWE,SE,18.086142857142857,0.0
2017,THA,TH,21.794938152478284,0.3333333333333333
2017,TUR,TR,29.040144074802114,0.3333333333333333
2017,TWN,TW,24.807588996079094,0.3333333333333333
2017,UGA,UG,105.56589147286822,2.0
2017,USA,US,13.608140010133633,0.16666666666666666
2017,VNM,VN,29.869973186982893,0.8333333333333334
2017,ZAF,ZA,11.259722222222221,0.0
2018,ARE,AE,45.27811399514939,0.5
2018,ARG,AR,14.899877261081615,0.16666666666666666
2018,AUS,AU,9.389769010486065,0.0
2018,AUT,AT,17.47821987014171,0.2
2018,BEL,BE,16.999646581089877,0.16666666666666666
2018,BGD,BD,159.9776536312849,3.0
2018,BGR,BG,23.987780258958324,0.3333333333333333
2018,BHR,BH,142.7325581395349,3.0
2018,BIH,BA,29.082161536338763,0.3333333333333333
2018,BOL,BO,15.962718378756113,0.0
2018,BRA,BR,16.342119088594064,0.16666666666666666
2018,CAN,CA,11.065897234693297,0.16666666666666666
2018,CHE,CH,10.033129573029544,0.0
2018,CHL,CL,24.28144357333467,0.6666666666666666
2018,CHN,CN,37.91336536228836,0.5
2018,COL,CO,19.83305869029351,0.3333333333333333
2018,CUW,CW,25.0,0.0
2018,CYP,CY,21.131786186590812,0.16666666666666666
2018,CZE,CZ,25.87586755882064,0.4
2018,DEU,DE,18.030586011135526,0.16666666666666666
2018,DNK,DK,17.443588742769073,0.16666666666666666
2018,ECU,EC,25.966519337016575,0.4
2018,ESP,ES,14.31296275695472,0.16666666666666666
2018,EST,EE,15.685872001481894,0.2
2018,ETH,ET,80.30188679245283,2.0
2018,FIN,FI,14.885727791648574,0.2
2018,FRA,FR,15.967761205225328,0.16666666666666666
2018,GBR,GB,15.917248233283665,0.16666666666666666
2018,HKG,HK,24.901275045537343,0.3333333333333333
2018,HRV,HR,16.188685916457555,0.16666666666666666
2018,HUN,HU,19.048008604588833,0.16666666666666666
2018,IDN,ID,71.00000000000001,1.0
2018,IND,IN,45.27099008399114,0.6666666666666666
2018,IRL,IE,18.076462703962704,0.2
2018,IRN,IR,38.65673838855355,1.0
2018,ISL,IS,7.079508196721312,0.0
2018,ISR,IL,25.121508387524432,0.3333333333333333
2018,ITA,IT,22.14682423573088,0.3333333333333333
2018,JPN,JP,17.45475717993311,0.16666666666666666
2018,KAZ,KZ,64.10714285714286,2.0
2018,KOR,KR,28.431205686127665,0.3333333333333333
2018,KWT,KW,114.28571428571428,2.0
2018,LKA,LK,90.77272727272728,2.0
2018,LTU,LT,23.01902602047974,0.25
2018,MAC,MO,23.33772204840801,0.3333333333333333
2018,MEX,MX,31.87992230607698,0.3333333333333333
2018,MKD,MK,23.042307692307688,0.3333333333333333
2018,MNG,MN,40.76657458563536,0.5
2018,NLD,NL,17.423689866714877,0.16666666666666666
2018,NOR,NO,13.182362664168096,0.16666666666666666
2018,NPL,NP,138.08474576271186,3.0
2018,NZL,NZ,8.845592878698785,0.0
2018,PER,PE,30.624079219536288,0.8333333333333334
2018,PHL,PH,21.86150980616557,0.5
2018,POL,PL,23.735547878095048,0.3333333333333333
2018,PRI,PR,55.0,1.0
2018,PRT,PT,17.905399190845785,0.2
2018,REU,RE,11.63209460458241,0.2
2018,ROU,RO,12.808841064893883,0.0
2018,RUS,RU,13.872258064516128,0.2
2018,SGP,SG,17.62074962330487,0.16666666666666666
2018,SLV,SV,86.88571428571429,2.0
2018,SRB,RS,23.353692036841228,0.3333333333333333
2018,SVK,SK,21.924976631774385,0.4
2018,SWE,SE,22.476432224585107,0.25
2018,THA,TH,23.289654518821738,0.3333333333333333
2018,TUR,TR,29.688158382098816,0.6666666666666666
2018,TWN,TW,24.48806657289266,0.3333333333333333
2018,UGA,UG,124.54651162790698,3.0
2018,USA,US,14.194335179172038,0.16666666666666666
2018,UZB,UZ,144.0,3.0
2018,VNM,VN,52.382296650717706,1.0
2018,ZAF,ZA,13.70990569019355,0.16666666666666666
2019,AFG,AF,194.14285714285717,3.0
2019,ARE,AE,37.981078789254994,0.5
2019,ARG,AR,14.330055493159948,0.16666666666666666
2019,AUS,AU,10.226190494145309,0.16666666666666666
2019,AUT,AT,14.488369038219625,0.2
2019,BEL,BE,14.095117037875418,0.16666666666666666
2019,BGD,BD,142.13513513513513,3.0
2019,BGR,BG,21.940082000213753,0.3333333333333333
2019,BHR,BH,118.00837988826817,2.0
2019,BIH,BA,27.68307686571787,0.3333333333333333
2019,BOL,BO,18.542780478386316,0.0
2019,BRA,BR,16.294200036316486,0.16666666666666666
2019,CAN,CA,9.5146600803151,0.16666666666666666
2019,CHE,CH,8.695549597855228,0.0
2019,CHL,CL,22.239534487164892,0.3333333333333333
2019,CHN,CN,33.07877329224328,0.5
2019,COL,CO,18.941665906294585,0.3333333333333333
2019,CRI,CR,27.03333333333333,1.0
2019,CUW,CW,37.50617283950617,1.0
2019,CYP,CY,21.108170645746576,0.3333333333333333
2019,CZE,CZ,20.293666360280767,0.2
2019,DEU,DE,14.420720503179853,0.16666666666666666
2019,DNK,DK,15.26657152992776,0.16666666666666666
2019,DZA,DZ,68.21757322175732,2.0
2019,ECU,EC,23.158995556203102,0.2
2019,ESP,ES,14.891973483179205,0.16666666666666666
2019,EST,EE,11.19760345028558,0.0
2019,ETH,ET,60.92057761732852,2.0
2019,FIN,FI,11.63501851947738,0.0
2019,FRA,FR,14.493506971050698,0.16666666666666666
2019,GBR,GB,13.790493913549518,0.16666666666666666
2019,GEO,GE,30.27741935483871,0.3333333333333333
2019,GRC,GR,22.648216380569323,0.16666666666666666
2019,GTM,GT,49.689655172413794,1.0
2019,HKG,HK,24.086987522281643,0.3333333333333333
2019,HRV,HR,14.33680545419471,0.16666666666666666
2019,HUN,HU,17.130122444554825,0.16666666666666666
2019,IDN,ID,88.52180613898008,1.5
2019,IND,IN,40.01066419146874,0.5
2019,IRL,IE,15.946469260486449,0.2
2019,IRN,IR,20.41505787557504,0.5
2019,IRQ,IQ,94.94603174603176,2.0
2019,ISL,IS,5.228382838283829,0.0
2019,ISR,IL,24.031044154898584,0.3333333333333333
2019,ITA,IT,20.703522801572525,0.16666666666666666
2019,JOR,JO,17.95609792093788,0.6
2019,JPN,JP,15.716041640307216,0.16666666666666666
2019,KAZ,KZ,59.29916897506925,1.0
2019,KGZ,KG,84.89538461538461,2.0
2019,KOR,KR,25.34198024748267,0.3333333333333333
2019,KWT,KW,113.45013477088948,2.0
2019,LAO,LA,58.6911206612716,1.0
2019,LKA,LK,67.73278236914601,2.0
2019,LTU,LT,23.45308264328144,0.25
2019,MAC,MO,22.62010859753472,0.3333333333333333
2019,MEX,MX,25.140978214664724,0.16666666666666666
2019,MKD,MK,23.89053187333675,0.3333333333333333
2019,MLI,ML,146.47058823529412,3.0
2019,MMR,MM,26.86558367306354,0.5
2019,MNG,MN,35.74462390486594,0.6666666666666666
2019,NLD,NL,14.57735242281237,0.16666666666666666
2019,NOR,NO,13.229054089831962,0.0
2019,NPL,NP,60.133403859173995,1.0
2019,NZL,NZ,9.967701782719022,0.2
2019,PAK,PK,135.29306722689077,3.0
2019,PER,PE,28.450698345622296,0.6666666666666666
2019,PHL,PH,19.845841177294012,0.16666666666666666
2019,POL,PL,19.82380916010865,0.3333333333333333
2019,PRI,PR,41.3,1.0
2019,PRT,PT,15.831271306083199,0.2
2019,REU,RE,11.186601147892743,0.16666666666666666
2019,ROU,RO,12.022287234189218,0.0
2019,RUS,RU,15.449117688840312,0.16666666666666666
2019,SAU,SA,25.421323305309514,0.3333333333333333
2019,SGP,SG,20.991550802139038,0.2
2019,SLV,SV,71.26287262872629,2.0
2019,SRB,RS,22.991408885785166,0.3333333333333333
2019,SVK,SK,19.309845595888348,0.2
2019,SWE,SE,19.991004543862395,0.25
2019,THA,TH,21.66015281103984,0.3333333333333333
2019,TJK,TJ,127.76767676767676,3.0
2019,TKM,TM,63.218934911242606,2.0
2019,TUR,TR,26.58843982507953,0.6666666666666666
2019,TWN,TW,21.141906077449033,0.16666666666666666
2019,UGA,UG,133.61369863013698,3.0
2019,UKR,UA,31.753693623639194,0.5
2019,USA,US,14.51785205632831,0.16666666666666666
2019,UZB,UZ,99.65930599369084,2.0
2019,VNM,VN,28.89266948200604,0.5
2019,ZAF,ZA,18.843618308095273,0.16666666666666666
2020,AFG,AF,110.4934036939314,2.0
2020,ARE,AE,32.558328827747395,0.5
2020,ARG,AR,12.39527026482611,0.16666666666666666
2020,AUS,AU,9.88155680542159,0.0
2020,AUT,AT,13.114531368279533,0.2
2020,BEL,BE,13.037155518861475,0.16666666666666666
2020,BGD,BD,140.694087403599,3.0
2020,BGR,BG,9.07985756789126,0.0
2020,BHR,BH,111.68781725888324,2.0
2020,BIH,BA,28.70589858721759,0.5
2020,BOL,BO,15.485307028239768,0.0
2020,BRA,BR,13.518583445098422,0.16666666666666666
2020,CAN,CA,9.730420231627734,0.0
2020,CHE,CH,8.16827060439158,0.0
2020,CHL,CL,20.783121493436358,0.16666666666666666
2020,CHN,CN,30.34997651855978,0.3333333333333333
2020,CIV,CI,67.41391941391942,2.0
2020,COL,CO,18.773924667553786,0.16666666666666666
2020,CRI,CR,34.44215938303342,1.0
2020,CUW,CW,38.72285714285714,1.0
2020,CYP,CY,19.88756833600191,0.2
2020,CZE,CZ,18.24802542958146,0.2
2020,DEU,DE,13.17419345633738,0.16666666666666666
2020,DNK,DK,13.996554918256338,0.16666666666666666
2020,DZA,DZ,65.71081081081081,2.0
2020,ECU,EC,21.127330396963906,0.2
2020,ESP,ES,13.237225556184796,0.16666666666666666
2020,EST,EE,10.777489360611188,0.0
2020,ETH,ET,69.18372703412074,2.0
2020,FIN,FI,10.947559541731225,0.0
2020,FRA,FR,13.120262115849558,0.16666666666666666
2020,GBR,GB,12.560430861256535,0.16666666666666666
2020,GEO,GE,24.362484418277294,0.3333333333333333
2020,GHA,GH,65.36963696369637,2.0
2020,GIN,GN,57.56401384083045,1.0
2020,GRC,GR,18.38316418736149,0.16666666666666666
2020,GTM,GT,60.46551724137931,2.0
2020,HKG,HK,19.89465488215488,0.16666666666666666
2020,HRV,HR,13.363470675898435,0.16666666666666666
2020,HUN,HU,16.675757368444067,0.16666666666666666
2020,IDN,ID,71.07781330620254,1.0
2020,IND,IN,34.31677319711861,0.5
2020,IRL,IE,12.41013574194962,0.0
2020,IRN,IR,32.51494804152466,1.0
2020,IRQ,IQ,102.52577319587628,2.0
2020,ISL,IS,5.3057753435396755,0.0
2020,ISR,IL,23.727882656510616,0.6666666666666666
2020,ITA,IT,20.631323428516826,0.16666666666666666
2020,JOR,JO,16.77596386703876,0.6
2020,JPN,JP,14.401860314078965,0.16666666666666666
2020,KAZ,KZ,24.782844894059277,0.2
2020,KGZ,KG,60.508951406649615,2.0
2020,KOR,KR,22.52734341142858,0.3333333333333333
2020,KWT,KW,31.297640544119414,0.8333333333333334
2020,LAO,LA,73.45070422535211,2.0
2020,LKA,LK,57.69796954314721,1.0
2020,LTU,LT,19.150176553672317,0.25
2020,MAC,MO,21.438931623931623,0.16666666666666666
2020,MEX,MX,23.506504504360393,0.6666666666666666
2020,MKD,MK,23.09330742659758,0.3333333333333333
2020,MLI,ML,116.03684210526316,2.0
2020,MMR,MM,34.93722943722943,1.0
2020,MNG,MN,31.89880044852168,0.5
2020,NLD,NL,13.68368574099315,0.16666666666666666
2020,NOR,NO,12.29917996187036,0.0
2020,NPL,NP,66.80708537119497,1.0
2020,NZL,NZ,8.712180472096557,0.2
2020,PAK,PK,126.55208333333331,3.0
2020,PER,PE,21.47299252677436,0.3333333333333333
2020,PHL,PH,15.29377551003665,0.4
2020,POL,PL,18.46606491240836,0.16666666666666666
2020,PRI,PR,37.4,1.0
2020,PRT,PT,14.973031241083637,0.2
2020,REU,RE,8.9162013536379,0.0
2020,ROU,RO,22.97797420501005,0.4
2020,RUS,RU,15.25596906282592,0.16666666666666666
2020,SAU,SA,27.542034909915287,0.3333333333333333
2020,SGP,SG,16.801291541367878,0.2
2020,SLV,SV,68.02551020408163,2.0
2020,SRB,RS,22.429066417441017,0.3333333333333333
2020,SVK,SK,17.246660825058903,0.2
2020,SWE,SE,13.33581542973874,0.0
2020,THA,TH,20.199345866071546,0.3333333333333333
2020,TJK,TJ,109.86294416243656,2.0
2020,TKM,TM,56.839393939393936,1.0
2020,TUR,TR,25.714380344033916,0.6666666666666666
2020,TWN,TW,19.06584858489931,0.16666666666666666
2020,UGA,UG,130.190625,3.0
2020,UKR,UA,29.045089285714283,0.5
2020,USA,US,13.646420563865371,0.16666666666666666
2020,UZB,UZ,97.1881443298969,2.0
2020,VNM,VN,17.13434914157742,0.16666666666666666
2020,ZAF,ZA,17.101127303472165,0.16666666666666666
2021,AFG,AF,115.46861924686192,2.0
2021,ARE,AE,35.067968087563536,0.5
2021,ARG,AR,12.231274549294698,0.16666666666666666
2021,AUS,AU,8.69989932994963,0.0
2021,AUT,AT,13.150685646937855,0.2
2021,BEL,BE,14.372007156914277,0.16666666666666666
2021,BGD,BD,154.77333333333334,3.0
2021,BGR,BG,11.472916156646322,0.0
2021,BHR,BH,118.43626062322946,2.0
2021,BIH,BA,26.73443787416917,0.5
2021,BRA,BR,13.999422193066117,0.16666666666666666
2021,CAN,CA,9.563992252794565,0.16666666666666666
2021,CHE,CH,7.952241935622827,0.0
2021,CHL,CL,20.83994662865903,0.3333333333333333
2021,CHN,CN,29.768946614980752,0.3333333333333333
2021,CIV,CI,86.46518105849582,2.0
2021,COL,CO,18.339009243382044,0.5
2021,CRI,CR,29.57264957264957,1.0
2021,CUW,CW,31.8796992481203,1.0
2021,CYP,CY,19.79976712690318,0.2
2021,CZE,CZ,18.987124970178662,0.2
2021,DEU,DE,13.507331304008199,0.16666666666666666
2021,DNK,DK,13.89969335185586,0.16666666666666666
2021,DZA,DZ,66.44299674267101,2.0
2021,ECU,EC,21.069614172868818,0.2
2021,ESP,ES,13.908813293515024,0.16666666666666666
2021,EST,EE,12.079035532994924,0.0
2021,ETH,ET,71.5646437994723,2.0
2021,FIN,FI,11.331756210854035,0.0
2021,FRA,FR,13.481009699387299,0.16666666666666666
2021,GBR,GB,12.981171596662847,0.16666666666666666
2021,GEO,GE,23.329416157325877,0.3333333333333333
2021,GHA,GH,78.18406593406593,2.0
2021,GIN,GN,94.2280701754386,2.0
2021,GRC,GR,19.537935357969566,0.16666666666666666
2021,GTM,GT,55.78550724637681,1.0
2021,HKG,HK,20.83659052453469,0.16666666666666666
2021,HRV,HR,15.847758205993772,0.16666666666666666
2021,HUN,HU,18.05642942241227,0.16666666666666666
2021,IDN,ID,63.17590386408371,1.0
2021,IND,IN,36.822618141760586,0.5
2021,IRL,IE,13.50262782813042,0.2
2021,IRN,IR,37.62980311175441,1.2
2021,IRQ,IQ,118.30708661417324,2.0
2021,ISL,IS,6.131782945736434,0.0
2021,ISR,IL,30.79269394949442,0.16666666666666666
2021,ITA,IT,20.158992672661437,0.16666666666666666
2021,JOR,JO,27.482101452132543,0.8333333333333334
2021,JPN,JP,13.94826202254656,0.16666666666666666
2021,KAZ,KZ,24.076557905931196,0.4
2021,KGZ,KG,76.86052631578947,2.0
2021,KOR,KR,22.21165935418021,0.16666666666666666
2021,KWT,KW,35.196709009081395,0.5
2021,LAO,LA,65.28645833333333,2.0
2021,LKA,LK,51.45625,1.0
2021,LTU,LT,17.243373986419673,0.2
2021,MAC,MO,21.649661590524534,0.16666666666666666
2021,MEX,MX,26.233099598758173,0.6666666666666666
2021,MKD,MK,22.35197482038099,0.3333333333333333
2021,MLI,ML,145.28865979381445,3.0
2021,MMR,MM,37.17363067292645,1.0
2021,MNG,MN,32.84192581854845,0.5
2021,NLD,NL,14.333837953971736,0.16666666666666666
2021,NOR,NO,13.53475423174039,0.2
2021,NPL,NP,60.6573809323578,1.0
2021,NZL,NZ,8.148420252398058,0.0
2021,PAK,PK,138.41772151898735,3.0
2021,PER,PE,26.37082525628807,0.6666666666666666
2021,PHL,PH,14.617310686557987,0.5
2021,POL,PL,19.777435421607812,0.16666666666666666
2021,PRI,PR,58.97787610619469,1.0
2021,PRT,PT,14.968314132600318,0.2
2021,REU,RE,8.840598290598292,0.0
2021,ROU,RO,20.949039786371106,0.2
2021,RUS,RU,16.43588779186347,0.16666666666666666
2021,SAU,SA,30.531081622493204,0.3333333333333333
2021,SGP,SG,17.943654822335027,0.2
2021,SLV,SV,79.10659898477158,2.0
2021,SRB,RS,21.78730187750342,0.3333333333333333
2021,SVK,SK,18.610364583333332,0.2
2021,SWE,SE,12.760234641751278,0.0
2021,THA,TH,19.84720113833439,0.3333333333333333
