DATE,NAME,ALPHA-2,ALPHA-3,REGION,MEAN_BY_COUNTRY
2020,Greece,GR,GRC,Europe,20.65428937259923
2021,Greece,GR,GRC,Europe,23.5180412371134
2022,Greece,GR,GRC,Europe,24.515492957746478
2019,Jordan,JO,JOR,Asia,38.11896745230079
2020,Jordan,JO,JOR,Asia,34.49561403508772
2021,Jordan,JO,JOR,Asia,21.64793678665496
2022,Jordan,JO,JOR,Asia,24.087628865979383
2019,Laos,LA,LAO,Asia,40.398963730569946
2019,Saudi Arabia,SA,SAU,Asia,11.768921634293369
2020,Saudi Arabia,SA,SAU,Asia,24.351511558980437
2021,Saudi Arabia,SA,SAU,Asia,26.431294326241133
2022,Saudi Arabia,SA,SAU,Asia,23.75
2019,Ukraine,UA,UKR,Europe,20.531104199066874
2020,Ukraine,UA,UKR,Europe,19.5875
2021,Ukraine,UA,UKR,Europe,20.86658999424957
2022,Ukraine,UA,UKR,Europe,10.837723919915701
2020,Kuwait,KW,KWT,Asia,50.478873239436616
2021,Kuwait,KW,KWT,Asia,74.8498727735369
2022,Kuwait,KW,KWT,Asia,108.9034749034749
2020,Kazakhstan,KZ,KAZ,Asia,39.31578947368421
2021,Kazakhstan,KZ,KAZ,Asia,30.30808729139923
2022,Kazakhstan,KZ,KAZ,Asia,24.74418604651163
